domain,company,keyword,sector,description
rogers-support.tech,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-supportwireless.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-support-wireless.support,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-supportwlreless.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-tech.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-tech-support.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-test.website,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-turtles.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-tutoring.website,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-update.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-update.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-updates.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-updates.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-validation.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-verification.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-verification.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-verification-support.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-verification-support.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-verify.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-view1billingmy-app.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-viewmyapp-billing.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-vincenthomeforwaywardspirits.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogersweb4cannabiseducation.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-webb.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-web.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-webcourse.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-web-login.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-webservices.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-web.site,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-wireless1login.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogerswireless-accountbalance.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogerswirelessonline-web1.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogerswirelessonline-web2.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-wireless-payment.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogerswirelessrogers.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-wireless-service.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-wireless-service.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-wireless-support.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-xfinity-home-security.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-xfinity-home-security.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-xfinity-support.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
rogers-xfinity-support.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications"
saskpower-payment.com,SaskPower,saskpower,energy,"Phishing site impersonating SaskPower"
sasktel-fund.online,SaskTel,sasktel,telecom,"Phishing site impersonating SaskTel"
sasktel-mobile.online,SaskTel,sasktel,telecom,"Phishing site impersonating SaskTel"
sasktel-store-browse-personal-wireless.com,SaskTel,sasktel,telecom,"Phishing site impersonating SaskTel"
sasktel-store-personal-wireless.com,SaskTel,sasktel,telecom,"Phishing site impersonating SaskTel"
sasktel.website,SaskTel,sasktel,telecom,"Phishing site impersonating SaskTel"
shaw-accounting.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-auth.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-brooks.online,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-ca-service.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-demo.online,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw.digital,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-digital.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-digital.info,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-ebill.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-ebills.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-ebills.net,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shawelsdigitalmarketingspace.site,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-eportal.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-interactive.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-itp-services.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-legal-services.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-login.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-mobile-billing.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-mobile.ca,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-myweb.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-naeshouserestaurant.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shawnaspropertysolutions.online,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shawneearearidersassociation.online,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shawnmanshandymanservice.online,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shawnpriceonlineinternetmarketing.info,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shawnpriceonlinenetworkmarketing.info,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shawn-s-sparkle-shine-cleaning-services.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-onelogin.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-online.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-online.net,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-online-testsite.co.uk,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-plumbingservices.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-plumbingservices.co.uk,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-portal.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-roofing-construction-roseville.site,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shawsdumpstersnowofphoenix.online,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-secure.net,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-servicedesk.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-servicedesk.net,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-servicedesk.org,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw.services,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shawshaw.online,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw.support,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-support.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-support.net,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-support.org,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-tech-support.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-update.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-usermanage.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-username.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-userpanel.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-users.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-verify.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-web.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-webdesign.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-webdesigns.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-webdesigns.mobi,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-webdesigns.xyz,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-webhosting.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-webhosting.net,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-webmail.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-webmail.net,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-webmail.org,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-webmail.site,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-web.net,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw.website,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-website.solutions,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-web-studio.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
shaw-web.uk,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
telus-1clientpay.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-1payment.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-1paymentfailed.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-1webid.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus5-i1te3rac.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-access.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-access.net,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-account.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-account.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-account-payment.top,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-accountreview.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-accounts.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-accountsidv.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-account.site,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-accounts.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-accounts.website,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-app-support.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-assistance-center.online,SSi Canada,ssi,telecom,"Phishing site impersonating SSi Canada"
telus-assistance-client.one,SSi Canada,ssi,telecom,"Phishing site impersonating SSi Canada"
telus-auth.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-billing1.info,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-billingcharges.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-billing.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-billing-dpt.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-billingdpt.info,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-billing-dpt.net,Telus,telus,telecom,"Phishing site impersonating Telus"
telusbillinginfortelus.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-billing.net,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-billing.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-billingrefund.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-billpayment.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-billpayments.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-bill-update.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-bill.xyz,Telus,telus,telecom,"Phishing site impersonating Telus"
teluscanadarefundsupport.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-carrierbilling.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-client.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-client.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-client-overcharge.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-client-overcharges.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-clients.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-clients.org,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-clients-overcharge.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-clients-overcharges.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-communication.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-communications.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-communitys.online,Telus,telus,telecom,"Phishing site impersonating Telus"
teluscompensationsession.online,SSi Canada,ssi,telecom,"Phishing site impersonating SSi Canada"
telus-credit.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-customersupport.ca,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-data.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-desactivatedaccount.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-dify.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus.digital,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-digital-access-verification.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-digital.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-ebillmangement.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-errorcredit.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-et-portal.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-etransfer-auth.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-etransfer.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-facture.website,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-fraudlentteam.services,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-fraudprotection.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telushelp247-departmentbillingcan.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-help-center.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-home-security-devices.de,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-idclient.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-idonline.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-idsecure.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-inactivity-login.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-intercmoblieverify.info,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-intercverifymoblie.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telusinternationalphilippines.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-login.top,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-manage.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telusmobile-ccsupport.info,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-mobile.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-mobile-help.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-mobile-help.website,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-mobile.info,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-mobile.me,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-mobile.net,Telus,telus,telecom,"Phishing site impersonating Telus"
telusmobile-operator.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-mobiles.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telusmobile-secure.info,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-mobiles.net,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-mobilety.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-mobilewireless.info,Telus,telus,telecom,"Phishing site impersonating Telus"
telusmobile-wireless.info,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-mobility12.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-mobility-account.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telusmobilitybillsupport.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-mobility-clients.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telusmobility-cloudservice.info,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-mobility-corporate-plans-72621.de,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-mobility-corporate-plans-85027.de,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-mobility.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telusmobility-onlinereturn94.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-mobility-payments.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-mobility-services.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telusmobility-services.info,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-mobility.support,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-mobility-support.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telusmobility-update.info,Telus,telus,telecom,"Phishing site impersonating Telus"
telusmobilty-accounts.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-mob.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-myaccess.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-myaccount.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-mybilling.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-mybillings.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-mybillpayment.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-mybillpayments.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-mylogin1.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-mypayclient.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-myservices.net,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-national.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-online.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-onlineconnect.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-orderconfirmation.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-overcharges-client.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-overcharges-clients.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-overcharging-notice.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-overview.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-payaccount.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-paybilling.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-paybillings.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-payclient.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-payment.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-paymentfailed.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-paymentonline.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-payment-refund.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-plan.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-plans.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-portal.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-portalgate.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-profil-support.top,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-promotions.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-refund-interac.services,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-refundmobile.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telusreview-secured.info,Telus,telus,telecom,"Phishing site impersonating Telus"
telusreview-secured.site,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-safe-funds.info,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-safety-center.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-secure-acess.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-secure-acess.net,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-secure.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-secure-form.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-secure-funds.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-secure-funds.net,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-securemobility.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-secure.net,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-secure.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-securepayment.info,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-securepayments.info,Telus,telus,telecom,"Phishing site impersonating Telus"
telus.security,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-security.ca,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-security-center.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-security.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-secverify.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-service.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-services.de,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-servicesitelus.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-services.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-signin.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-spaceclient.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-summary.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-support.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-support.info,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-support.net,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-support.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-support.pro,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-support-recapcha.info,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-surcharge-centre.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-team.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-tech-support.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-tele-com.online,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-update-account.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-vendor-portal.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-verification-85812834.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-verification.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-verify.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-web.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-webmail.com,Telus,telus,telecom,"Phishing site impersonating Telus"
telus.website,Telus,telus,telecom,"Phishing site impersonating Telus"
telus-wireless.website,Telus,telus,telecom,"Phishing site impersonating Telus"
verify-shawidcable-enhanced-8291.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications"
videotron-courrielwebiwcstaticmain.online,Videotron,videotron,telecom,"Phishing site impersonating Videotron"
videotron-courrier.online,Videotron,videotron,telecom,"Phishing site impersonating Videotron"
videotron-digital-jakarta.site,Videotron,videotron,telecom,"Phishing site impersonating Videotron"
videotron-mobile.com,Videotron,videotron,telecom,"Phishing site impersonating Videotron"
videotron-notice.com,Videotron,videotron,telecom,"Phishing site impersonating Videotron"
videotron.online,Videotron,videotron,telecom,"Phishing site impersonating Videotron"
videotron-paiement-client.mobi,Videotron,videotron,telecom,"Phishing site impersonating Videotron"
videotron-rental-jakarta.online,Videotron,videotron,telecom,"Phishing site impersonating Videotron"
videotron-reset.xyz,Videotron,videotron,telecom,"Phishing site impersonating Videotron"
videotron.support,Videotron,videotron,telecom,"Phishing site impersonating Videotron"
videotron-support.com,Videotron,videotron,telecom,"Phishing site impersonating Videotron"
videotron-technoled.online,Videotron,videotron,telecom,"Phishing site impersonating Videotron"
videotron.website,Videotron,videotron,telecom,"Phishing site impersonating Videotron"
wightman.online,Wightman Telecom,wightman,telecom,"Phishing site impersonating Wightman Telecom"
xplornet.online,Xplornet,xplornet,telecom,"Phishing site impersonating Xplornet"
xplornet-online.com,Xplornet,xplornet,telecom,"Phishing site impersonating Xplornet"
