domain,company,keyword,sector,description,score,risk
rogers-securepayment.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-secure.pro,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-secure.site,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-secure.tech,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-security.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-security.link,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-security.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-selfservices-details.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-service-1account.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-service-center.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-serviceclient.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-service.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-servicedesk.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-servicedesk.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-servicedesk.org,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-service-group.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-serviceinterac.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-servicemobile.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",65,high
rogers-service.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-service-refund.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-servicerefund.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers.services,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-services.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-services.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-service.site,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-servicesportal.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-servicesteamcenter.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-serviceswireless-ca.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-shop.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-spencer.accountants,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogersstinsonphotography.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-strong.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-submit-card-info.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers.support,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-support1page3.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-support1pay.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-support.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-support-deskmobi.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-supportfunds.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-support-hotline.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-support-id.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-support.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",65,high
rogers-supportlive.help,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-support-mobility.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-support.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-support.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-support.org,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-supportrefund.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-supports.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-supportslert.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",65,high
rogers-support.tech,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-supportwireless.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-support-wireless.support,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-supportwlreless.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-tech.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-tech-support.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-test.website,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-turtles.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-tutoring.website,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-update.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-update.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-updates.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-updates.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-validation.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",65,high
rogers-verification.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-verification.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",65,high
rogers-verification-support.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-verification-support.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-verify.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-view1billingmy-app.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-viewmyapp-billing.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-vincenthomeforwaywardspirits.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",65,high
rogersweb4cannabiseducation.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",65,high
rogers-webb.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-web.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-webcourse.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-web-login.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogers-webservices.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-web.site,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-wireless1login.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogerswireless-accountbalance.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",55,medium
rogerswirelessonline-web1.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",65,high
rogerswirelessonline-web2.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",65,high
rogers-wireless-payment.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogerswirelessrogers.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-wireless-service.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-wireless-service.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",65,high
rogers-wireless-support.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-xfinity-home-security.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-xfinity-home-security.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-xfinity-support.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
rogers-xfinity-support.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40,medium
saskpower-payment.com,SaskPower,saskpower,energy,"Phishing site impersonating SaskPower",40,medium
sasktel-fund.online,SaskTel,sasktel,telecom,"Phishing site impersonating SaskTel",40,medium
sasktel-mobile.online,SaskTel,sasktel,telecom,"Phishing site impersonating SaskTel",40,medium
sasktel-store-browse-personal-wireless.com,SaskTel,sasktel,telecom,"Phishing site impersonating SaskTel",40,medium
sasktel-store-personal-wireless.com,SaskTel,sasktel,telecom,"Phishing site impersonating SaskTel",40,medium
sasktel.website,SaskTel,sasktel,telecom,"Phishing site impersonating SaskTel",40,medium
shaw-accounting.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",55,medium
shaw-auth.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-brooks.online,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-ca-service.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-demo.online,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw.digital,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-digital.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-digital.info,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",65,high
shaw-ebill.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-ebills.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-ebills.net,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shawelsdigitalmarketingspace.site,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-eportal.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-interactive.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-itp-services.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-legal-services.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-login.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",55,medium
shaw-mobile-billing.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-mobile.ca,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-myweb.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-naeshouserestaurant.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shawnaspropertysolutions.online,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shawneearearidersassociation.online,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shawnmanshandymanservice.online,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shawnpriceonlineinternetmarketing.info,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",65,high
shawnpriceonlinenetworkmarketing.info,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",65,high
shawn-s-sparkle-shine-cleaning-services.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-onelogin.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",55,medium
shaw-online.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-online.net,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-online-testsite.co.uk,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-plumbingservices.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-plumbingservices.co.uk,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-portal.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-roofing-construction-roseville.site,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shawsdumpstersnowofphoenix.online,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-secure.net,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",55,medium
shaw-servicedesk.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-servicedesk.net,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-servicedesk.org,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw.services,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shawshaw.online,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw.support,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-support.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-support.net,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-support.org,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-tech-support.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-update.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",55,medium
shaw-usermanage.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-username.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-userpanel.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-users.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-verify.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",55,medium
shaw-web.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-webdesign.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-webdesigns.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-webdesigns.mobi,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-webdesigns.xyz,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",65,high
shaw-webhosting.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-webhosting.net,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-webmail.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-webmail.net,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-webmail.org,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-webmail.site,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-web.net,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw.website,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-website.solutions,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-web-studio.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
shaw-web.uk,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40,medium
telus-1clientpay.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-1payment.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-1paymentfailed.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-1webid.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus5-i1te3rac.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-access.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-access.net,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-account.com,Telus,telus,telecom,"Phishing site impersonating Telus",55,medium
telus-account.online,Telus,telus,telecom,"Phishing site impersonating Telus",55,medium
telus-account-payment.top,Telus,telus,telecom,"Phishing site impersonating Telus",80,high
telus-accountreview.com,Telus,telus,telecom,"Phishing site impersonating Telus",55,medium
telus-accounts.com,Telus,telus,telecom,"Phishing site impersonating Telus",55,medium
telus-accountsidv.com,Telus,telus,telecom,"Phishing site impersonating Telus",55,medium
telus-account.site,Telus,telus,telecom,"Phishing site impersonating Telus",55,medium
telus-accounts.online,Telus,telus,telecom,"Phishing site impersonating Telus",55,medium
telus-accounts.website,Telus,telus,telecom,"Phishing site impersonating Telus",55,medium
telus-app-support.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-assistance-center.online,SSi Canada,ssi,telecom,"Phishing site impersonating SSi Canada",40,medium
telus-assistance-client.one,SSi Canada,ssi,telecom,"Phishing site impersonating SSi Canada",40,medium
telus-auth.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-billing1.info,Telus,telus,telecom,"Phishing site impersonating Telus",65,high
telus-billingcharges.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-billing.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-billing-dpt.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-billingdpt.info,Telus,telus,telecom,"Phishing site impersonating Telus",65,high
telus-billing-dpt.net,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telusbillinginfortelus.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-billing.net,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-billing.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-billingrefund.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-billpayment.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-billpayments.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-bill-update.com,Telus,telus,telecom,"Phishing site impersonating Telus",55,medium
telus-bill.xyz,Telus,telus,telecom,"Phishing site impersonating Telus",65,high
teluscanadarefundsupport.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-carrierbilling.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-client.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-client.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-client-overcharge.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-client-overcharges.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-clients.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-clients.org,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-clients-overcharge.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-clients-overcharges.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-communication.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-communications.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-communitys.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
teluscompensationsession.online,SSi Canada,ssi,telecom,"Phishing site impersonating SSi Canada",40,medium
telus-credit.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-customersupport.ca,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-data.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-desactivatedaccount.com,Telus,telus,telecom,"Phishing site impersonating Telus",55,medium
telus-dify.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus.digital,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-digital-access-verification.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-digital.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-ebillmangement.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-errorcredit.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-et-portal.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-etransfer-auth.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-etransfer.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-facture.website,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-fraudlentteam.services,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-fraudprotection.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telushelp247-departmentbillingcan.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-help-center.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-home-security-devices.de,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-idclient.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-idonline.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-idsecure.com,Telus,telus,telecom,"Phishing site impersonating Telus",55,medium
telus-inactivity-login.com,Telus,telus,telecom,"Phishing site impersonating Telus",55,medium
telus-intercmoblieverify.info,Telus,telus,telecom,"Phishing site impersonating Telus",80,high
telus-intercverifymoblie.com,Telus,telus,telecom,"Phishing site impersonating Telus",55,medium
telusinternationalphilippines.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-login.top,Telus,telus,telecom,"Phishing site impersonating Telus",80,high
telus-manage.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telusmobile-ccsupport.info,Telus,telus,telecom,"Phishing site impersonating Telus",65,high
telus-mobile.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-mobile-help.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-mobile-help.website,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-mobile.info,Telus,telus,telecom,"Phishing site impersonating Telus",65,high
telus-mobile.me,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-mobile.net,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telusmobile-operator.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-mobiles.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telusmobile-secure.info,Telus,telus,telecom,"Phishing site impersonating Telus",80,high
telus-mobiles.net,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-mobilety.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-mobilewireless.info,Telus,telus,telecom,"Phishing site impersonating Telus",65,high
telusmobile-wireless.info,Telus,telus,telecom,"Phishing site impersonating Telus",65,high
telus-mobility12.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-mobility-account.com,Telus,telus,telecom,"Phishing site impersonating Telus",55,medium
telusmobilitybillsupport.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-mobility-clients.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telusmobility-cloudservice.info,Telus,telus,telecom,"Phishing site impersonating Telus",65,high
telus-mobility-corporate-plans-72621.de,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-mobility-corporate-plans-85027.de,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-mobility.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telusmobility-onlinereturn94.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-mobility-payments.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-mobility-services.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telusmobility-services.info,Telus,telus,telecom,"Phishing site impersonating Telus",65,high
telus-mobility.support,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-mobility-support.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telusmobility-update.info,Telus,telus,telecom,"Phishing site impersonating Telus",80,high
telusmobilty-accounts.online,Telus,telus,telecom,"Phishing site impersonating Telus",55,medium
telus-mob.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-myaccess.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-myaccount.com,Telus,telus,telecom,"Phishing site impersonating Telus",55,medium
telus-mybilling.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-mybillings.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-mybillpayment.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-mybillpayments.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-mylogin1.com,Telus,telus,telecom,"Phishing site impersonating Telus",55,medium
telus-mypayclient.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-myservices.net,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-national.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-online.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-onlineconnect.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-orderconfirmation.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-overcharges-client.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-overcharges-clients.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-overcharging-notice.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-overview.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-payaccount.com,Telus,telus,telecom,"Phishing site impersonating Telus",55,medium
telus-paybilling.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-paybillings.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-payclient.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-payment.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-paymentfailed.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-paymentonline.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-payment-refund.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-plan.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-plans.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-portal.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-portalgate.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-profil-support.top,Telus,telus,telecom,"Phishing site impersonating Telus",65,high
telus-promotions.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
