domain,company,keyword,sector,description,score
rogers-support-hotline.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-support-id.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-support.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-supportlive.help,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-support-mobility.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-support.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-support.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-support.org,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-supportrefund.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-supports.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-supportslert.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-support.tech,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-supportwireless.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-support-wireless.support,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-supportwlreless.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-tech.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-tech-support.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-test.website,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-turtles.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-tutoring.website,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-update.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-update.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-updates.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-updates.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",90
rogers-validation.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-verification.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-verification.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-verification-support.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-verification-support.online,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-verify.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-view1billingmy-app.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-viewmyapp-billing.net,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-vincenthomeforwaywardspirits.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogersweb4cannabiseducation.info,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",70
rogers-webb.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-web.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-webcourse.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-web-login.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogers-webservices.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-web.site,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-wireless1login.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogerswireless-accountbalance.com,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",60
rogerswirelessonline-web1.info,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",70
rogerswirelessonline-web2.info,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",70
rogers-wireless-payment.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",60
rogerswirelessrogers.online,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",70
rogers-wireless-service.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-wireless-service.info,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",70
rogers-wireless-support.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-xfinity-home-security.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-xfinity-home-security.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-xfinity-support.ca,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
rogers-xfinity-support.com,Rogers Communications,rogers,telecom,"Phishing site impersonating Rogers Communications",40
saskpower-payment.com,SaskPower,saskpower,energy,"Phishing site impersonating SaskPower",60
sasktel-fund.online,SaskTel,sasktel,telecom,"Phishing site impersonating SaskTel",70
sasktel-mobile.online,SaskTel,sasktel,telecom,"Phishing site impersonating SaskTel",70
sasktel-store-browse-personal-wireless.com,SaskTel,sasktel,telecom,"Phishing site impersonating SaskTel",40
sasktel-store-personal-wireless.com,SaskTel,sasktel,telecom,"Phishing site impersonating SaskTel",40
sasktel.website,SaskTel,sasktel,telecom,"Phishing site impersonating SaskTel",40
shaw-accounting.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",60
shaw-auth.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-brooks.online,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",70
shaw-ca-service.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-demo.online,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",70
shaw.digital,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-digital.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-digital.info,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",70
shaw-ebill.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-ebills.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-ebills.net,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shawelsdigitalmarketingspace.site,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",70
shaw-eportal.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-interactive.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-itp-services.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-legal-services.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-login.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",60
shaw-mobile-billing.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-mobile.ca,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-myweb.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-naeshouserestaurant.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shawnaspropertysolutions.online,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",70
shawneearearidersassociation.online,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",70
shawnmanshandymanservice.online,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",70
shawnpriceonlineinternetmarketing.info,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",70
shawnpriceonlinenetworkmarketing.info,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",70
shawn-s-sparkle-shine-cleaning-services.com,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",40
shaw-onelogin.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",60
shaw-online.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-online.net,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-online-testsite.co.uk,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-plumbingservices.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-plumbingservices.co.uk,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-portal.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-roofing-construction-roseville.site,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",70
shawsdumpstersnowofphoenix.online,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",70
shaw-secure.net,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",60
shaw-servicedesk.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-servicedesk.net,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-servicedesk.org,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw.services,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shawshaw.online,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",70
shaw.support,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-support.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-support.net,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-support.org,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-tech-support.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-update.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",60
shaw-usermanage.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-username.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-userpanel.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-users.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-verify.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",60
shaw-web.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-webdesign.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-webdesigns.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-webdesigns.mobi,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-webdesigns.xyz,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",70
shaw-webhosting.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-webhosting.net,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-webmail.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-webmail.net,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-webmail.org,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-webmail.site,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",70
shaw-web.net,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw.website,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-website.solutions,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-web-studio.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
shaw-web.uk,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",40
telus-1clientpay.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-1payment.com,Telus,telus,telecom,"Phishing site impersonating Telus",60
telus-1paymentfailed.com,Telus,telus,telecom,"Phishing site impersonating Telus",60
telus-1webid.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus5-i1te3rac.online,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",70
telus-access.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-access.net,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-account.com,Telus,telus,telecom,"Phishing site impersonating Telus",60
telus-account.online,Telus,telus,telecom,"Phishing site impersonating Telus",90
telus-account-payment.top,Telus,telus,telecom,"Phishing site impersonating Telus",90
telus-accountreview.com,Telus,telus,telecom,"Phishing site impersonating Telus",60
telus-accounts.com,Telus,telus,telecom,"Phishing site impersonating Telus",60
telus-accountsidv.com,Telus,telus,telecom,"Phishing site impersonating Telus",60
telus-account.site,Telus,telus,telecom,"Phishing site impersonating Telus",90
telus-accounts.online,Telus,telus,telecom,"Phishing site impersonating Telus",90
telus-accounts.website,Telus,telus,telecom,"Phishing site impersonating Telus",60
telus-app-support.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-assistance-center.online,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus-assistance-client.one,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-auth.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-billing1.info,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus-billingcharges.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-billing.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-billing-dpt.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-billingdpt.info,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus-billing-dpt.net,Telus,telus,telecom,"Phishing site impersonating Telus",40
telusbillinginfortelus.com,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",40
telus-billing.net,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-billing.online,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus-billingrefund.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-billpayment.com,Telus,telus,telecom,"Phishing site impersonating Telus",60
telus-billpayments.com,Telus,telus,telecom,"Phishing site impersonating Telus",60
telus-bill-update.com,Telus,telus,telecom,"Phishing site impersonating Telus",60
telus-bill.xyz,Telus,telus,telecom,"Phishing site impersonating Telus",70
teluscanadarefundsupport.online,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",70
telus-carrierbilling.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-client.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-client.online,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus-client-overcharge.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-client-overcharges.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-clients.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-clients.org,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-clients-overcharge.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-clients-overcharges.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-communication.online,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus-communications.online,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus-communitys.online,Telus,telus,telecom,"Phishing site impersonating Telus",70
teluscompensationsession.online,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",70
telus-credit.online,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus-customersupport.ca,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-data.online,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus-desactivatedaccount.com,Telus,telus,telecom,"Phishing site impersonating Telus",60
telus-dify.online,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus.digital,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-digital-access-verification.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-digital.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-ebillmangement.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-errorcredit.online,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus-et-portal.online,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus-etransfer-auth.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-etransfer.online,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus-facture.website,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-fraudlentteam.services,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-fraudprotection.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telushelp247-departmentbillingcan.com,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",40
telus-help-center.online,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus-home-security-devices.de,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-idclient.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-idonline.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-idsecure.com,Telus,telus,telecom,"Phishing site impersonating Telus",60
telus-inactivity-login.com,Telus,telus,telecom,"Phishing site impersonating Telus",60
telus-intercmoblieverify.info,Telus,telus,telecom,"Phishing site impersonating Telus",90
telus-intercverifymoblie.com,Telus,telus,telecom,"Phishing site impersonating Telus",60
telusinternationalphilippines.online,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",70
telus-login.top,Telus,telus,telecom,"Phishing site impersonating Telus",90
telus-manage.online,Telus,telus,telecom,"Phishing site impersonating Telus",70
telusmobile-ccsupport.info,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",70
telus-mobile.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-mobile-help.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-mobile-help.website,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-mobile.info,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus-mobile.me,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-mobile.net,Telus,telus,telecom,"Phishing site impersonating Telus",40
telusmobile-operator.online,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",70
telus-mobiles.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telusmobile-secure.info,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",90
telus-mobiles.net,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-mobilety.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-mobilewireless.info,Telus,telus,telecom,"Phishing site impersonating Telus",70
telusmobile-wireless.info,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",70
telus-mobility12.online,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus-mobility-account.com,Telus,telus,telecom,"Phishing site impersonating Telus",60
telusmobilitybillsupport.online,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",70
telus-mobility-clients.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telusmobility-cloudservice.info,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",70
telus-mobility-corporate-plans-72621.de,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-mobility-corporate-plans-85027.de,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-mobility.online,Telus,telus,telecom,"Phishing site impersonating Telus",70
telusmobility-onlinereturn94.com,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",40
telus-mobility-payments.com,Telus,telus,telecom,"Phishing site impersonating Telus",60
telus-mobility-services.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telusmobility-services.info,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",70
telus-mobility.support,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-mobility-support.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telusmobility-update.info,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",90
telusmobilty-accounts.online,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",90
telus-mob.online,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus-myaccess.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-myaccount.com,Telus,telus,telecom,"Phishing site impersonating Telus",60
telus-mybilling.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-mybillings.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-mybillpayment.com,Telus,telus,telecom,"Phishing site impersonating Telus",60
telus-mybillpayments.com,Telus,telus,telecom,"Phishing site impersonating Telus",60
telus-mylogin1.com,Telus,telus,telecom,"Phishing site impersonating Telus",60
telus-mypayclient.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-myservices.net,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-national.online,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus.online,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus-online.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-onlineconnect.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-orderconfirmation.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-overcharges-client.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-overcharges-clients.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-overcharging-notice.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-overview.online,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus-payaccount.com,Telus,telus,telecom,"Phishing site impersonating Telus",60
telus-paybilling.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-paybillings.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-payclient.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-payment.com,Telus,telus,telecom,"Phishing site impersonating Telus",60
telus-paymentfailed.com,Telus,telus,telecom,"Phishing site impersonating Telus",60
telus-paymentonline.com,Telus,telus,telecom,"Phishing site impersonating Telus",60
telus-payment-refund.com,Telus,telus,telecom,"Phishing site impersonating Telus",60
telus-plan.online,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus-plans.online,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus-portal.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-portalgate.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-profil-support.top,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus-promotions.online,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus-refund-interac.services,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-refundmobile.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telusreview-secured.info,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",90
telusreview-secured.site,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",90
telus-safe-funds.info,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus-safety-center.online,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus-secure-acess.com,Telus,telus,telecom,"Phishing site impersonating Telus",60
telus-secure-acess.net,Telus,telus,telecom,"Phishing site impersonating Telus",60
telus-secure.com,Telus,telus,telecom,"Phishing site impersonating Telus",60
telus-secure-form.com,Telus,telus,telecom,"Phishing site impersonating Telus",60
telus-secure-funds.com,Telus,telus,telecom,"Phishing site impersonating Telus",60
telus-secure-funds.net,Telus,telus,telecom,"Phishing site impersonating Telus",60
telus-securemobility.com,Telus,telus,telecom,"Phishing site impersonating Telus",60
telus-secure.net,Telus,telus,telecom,"Phishing site impersonating Telus",60
telus-secure.online,Telus,telus,telecom,"Phishing site impersonating Telus",90
telus-securepayment.info,Telus,telus,telecom,"Phishing site impersonating Telus",90
telus-securepayments.info,Telus,telus,telecom,"Phishing site impersonating Telus",90
telus.security,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-security.ca,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-security-center.online,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus-security.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-secverify.com,Telus,telus,telecom,"Phishing site impersonating Telus",60
telus-service.online,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus-services.de,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-servicesitelus.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-services.online,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus-signin.online,Telus,telus,telecom,"Phishing site impersonating Telus",90
telus-spaceclient.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-summary.online,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus-support.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-support.info,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus-support.net,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-support.online,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus-support.pro,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-support-recapcha.info,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus-surcharge-centre.online,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus-team.online,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus-tech-support.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-tele-com.online,Telus,telus,telecom,"Phishing site impersonating Telus",70
telus-update-account.com,Telus,telus,telecom,"Phishing site impersonating Telus",60
telus-vendor-portal.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-verification-85812834.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-verification.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-verify.com,Telus,telus,telecom,"Phishing site impersonating Telus",60
telus-web.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-webmail.com,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus.website,Telus,telus,telecom,"Phishing site impersonating Telus",40
telus-wireless.website,Telus,telus,telecom,"Phishing site impersonating Telus",40
verify-shawidcable-enhanced-8291.com,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",60
videotron-courrielwebiwcstaticmain.online,Videotron,videotron,telecom,"Phishing site impersonating Videotron",70
videotron-courrier.online,Videotron,videotron,telecom,"Phishing site impersonating Videotron",70
videotron-digital-jakarta.site,Videotron,videotron,telecom,"Phishing site impersonating Videotron",70
videotron-mobile.com,Videotron,videotron,telecom,"Phishing site impersonating Videotron",40
videotron-notice.com,Videotron,videotron,telecom,"Phishing site impersonating Videotron",40
videotron.online,Videotron,videotron,telecom,"Phishing site impersonating Videotron",70
videotron-paiement-client.mobi,Videotron,videotron,telecom,"Phishing site impersonating Videotron",40
videotron-rental-jakarta.online,Videotron,videotron,telecom,"Phishing site impersonating Videotron",70
videotron-reset.xyz,Videotron,videotron,telecom,"Phishing site impersonating Videotron",70
videotron.support,Videotron,videotron,telecom,"Phishing site impersonating Videotron",40
videotron-support.com,Videotron,videotron,telecom,"Phishing site impersonating Videotron",40
videotron-technoled.online,Videotron,videotron,telecom,"Phishing site impersonating Videotron",70
videotron.website,Videotron,videotron,telecom,"Phishing site impersonating Videotron",40
wightman.online,Wightman Telecom,wightman,telecom,"Phishing site impersonating Wightman Telecom",70
xplornet.online,Xplornet,xplornet,telecom,"Phishing site impersonating Xplornet",70
xplornet-online.com,Xplornet,xplornet,telecom,"Phishing site impersonating Xplornet",40
