domain,company,keyword,description,score,riskLevel
interac-completed.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-confirmation.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-confirmation.net,Interac,interac,"Phishing site impersonating Interac",10,low
interac-confirmation.online,Interac,interac,"Phishing site impersonating Interac",50,medium
interac-confirmcad.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-confirm.cfd,Interac,interac,"Phishing site impersonating Interac",10,low
interac-confirm.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-confirm-order-receiving-payment.icu,Interac,interac,"Phishing site impersonating Interac",20,low
interac-confirm-order.shop,Interac,interac,"Phishing site impersonating Interac",50,medium
interaccouvertsthemrteor.online,Interac,interac,"Phishing site impersonating Interac",40,low
interaccouvertsthemttraking.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-cra-deposit.online,Interac,interac,"Phishing site impersonating Interac",50,medium
interac-cra.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-cra-return.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-cra-secure.ca,Interac,interac,"Phishing site impersonating Interac",10,low
interac-crasecure.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-cratransfers.online,Interac,interac,"Phishing site impersonating Interac",50,medium
interac-customerservice.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-depositalerts.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-depositcanada.online,Interac,interac,"Phishing site impersonating Interac",50,medium
interac-depositcra.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-deposit-myaccount.info,Interac,interac,"Phishing site impersonating Interac",50,medium
interac-deposit.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-depositonline.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-deposit-secure.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-depositsecure.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-deposits.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-deposit-transfers.online,Interac,interac,"Phishing site impersonating Interac",50,medium
interac-depositverification.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-deposltaiert-canada-secure.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-deposltaiert-secure-canada.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-deposlt-secureaiert-canada.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-deposlt-secureaiert-verlfy.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-deposlt-secure-verlfyaiert.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-deposlt-secureverlfy-aiert.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-depot-mobile.ca,Interac,interac,"Phishing site impersonating Interac",10,low
interac.digital,Interac,interac,"Phishing site impersonating Interac",0,low
interac-digital-id.ca,Interac,interac,"Phishing site impersonating Interac",10,low
interac-digital-id.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-digital-online-etransfer.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-digtalmoblie-etransfer.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-documentverification.ca,Interac,interac,"Phishing site impersonating Interac",20,low
interac-documentverification.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-easyweb-td.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-e-ca.info,Interac,interac,"Phishing site impersonating Interac",40,low
interac-e-canadiantransfrt.online,Interac,interac,"Phishing site impersonating Interac",50,medium
interac-e-canadiantransfrt.site,Interac,interac,"Phishing site impersonating Interac",20,low
interac-e-deposit.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-edeposit.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-emobile.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-emt.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-emt-online.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-e-refunds.online,Interac,interac,"Phishing site impersonating Interac",40,low
interacessandrafreitasadv.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-et-deposit.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-et-freedommobile.ca,Interac,interac,"Phishing site impersonating Interac",20,low
interac-et.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-etransfe-payment-refunded.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-e-transfer-1user.com,Interac,interac,"Phishing site impersonating Interac",35,low
interac-e-transfer-accepted-ca.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-e-transfer-access-can.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-e-transfer-access-sms.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-etransfer-authentication.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-e-transfer-bell-mobility-aliant.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-e-transfer-bell-mobility.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-e-transfer-ca.cfd,Interac,interac,"Phishing site impersonating Interac",10,low
interac-e-transfer-ca-funds.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-e-transfer-can-transfe.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-e-transfer.cfd,Interac,interac,"Phishing site impersonating Interac",10,low
interac-e-transfer-deposit-ca.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-etransfer-deposit-mobile879.com,Interac,interac,"Phishing site impersonating Interac",35,low
interac-e-transfer-funds-accessed.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-e-transfer-funds-secure.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-e-transfer.info,Interac,interac,"Phishing site impersonating Interac",40,low
interac-e-transfer-instant-ca.com,Interac,interac,"Phishing site impersonating Interac",20,low
interace-transfer-invoice.online,Interac,interac,"Phishing site impersonating Interac",50,medium
interac-e-transfer-login-ca-access.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-e-transfer-login.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-etransfer-mobile-ca.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-etransfer-mobile.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-etransfermobile.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-etransfer-mobile-deposit.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-e-transfer-money.cfd,Interac,interac,"Phishing site impersonating Interac",20,low
interac-e-transfer-moneysend.cfd,Interac,interac,"Phishing site impersonating Interac",20,low
interac-e-transfer-moneysend.icu,Interac,interac,"Phishing site impersonating Interac",20,low
interac-e-transfer-notice-ca.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-etransfer-notification72760.one,Interac,interac,"Phishing site impersonating Interac",35,low
interac-e-transfer.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-etransfer.online,Interac,interac,"Phishing site impersonating Interac",40,low
interace-transfer.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-etransfer-online.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-etransferonline.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-e-transfer-online-funds.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-etransfer-onlinerefund.com,Interac,interac,"Phishing site impersonating Interac",20,low
interace-transferpayementtransfer.online,Interac,interac,"Phishing site impersonating Interac",50,medium
interac-e-transfer-payinfo.online,Interac,interac,"Phishing site impersonating Interac",50,medium
interac-e-transfer-payment.cfd,Interac,interac,"Phishing site impersonating Interac",20,low
interac-e-transfer-payment.cyou,Interac,interac,"Phishing site impersonating Interac",20,low
interace-transferpayment.online,Interac,interac,"Phishing site impersonating Interac",50,medium
interac-e-transfer-paymentrefund.com,Interac,interac,"Phishing site impersonating Interac",20,low
interace-transferpay.online,Interac,interac,"Phishing site impersonating Interac",50,medium
interace-transferpayreciepenttransfer.online,Interac,interac,"Phishing site impersonating Interac",50,medium
interace-transferpaytelusreciepent.online,Interac,interac,"Phishing site impersonating Interac",50,medium
interace-transferreciepentpaye.online,Interac,interac,"Phishing site impersonating Interac",50,medium
interac-e-transfer-refund-transf.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-e-transfer-returned-bell.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-e-transfer.ru,Interac,interac,"Phishing site impersonating Interac",10,low
interac-etransfersdeposit.online,Interac,interac,"Phishing site impersonating Interac",50,medium
interac-e-transfer-secure-ca.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-etransfer-secure.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-etransfersecure.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-e-transfer-send.cfd,Interac,interac,"Phishing site impersonating Interac",20,low
interac-e-transfer-sendmoney.icu,Interac,interac,"Phishing site impersonating Interac",20,low
interac-etransfer.services,Interac,interac,"Phishing site impersonating Interac",20,low
interac-etransferservices.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-e-transfers.info,Interac,interac,"Phishing site impersonating Interac",40,low
interac-e-transfer.site,Interac,interac,"Phishing site impersonating Interac",10,low
interac-e-transfer-sms-verify.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-e-transfers.online,Interac,interac,"Phishing site impersonating Interac",50,medium
interac-etransfers.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-etransfert-onlinepayment.com,Interac,interac,"Phishing site impersonating Interac",20,low
interace-transfertranspay.online,Interac,interac,"Phishing site impersonating Interac",50,medium
interac-etransfertrefundscash.info,Interac,interac,"Phishing site impersonating Interac",50,medium
interac-e-transfert.xyz,Interac,interac,"Phishing site impersonating Interac",40,low
interac-e-transfer-verified-ca.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-e-transfer-verified-sms.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-e-transfer.xyz,Interac,interac,"Phishing site impersonating Interac",40,low
interac-etransf.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-etransfrservice.online,Interac,interac,"Phishing site impersonating Interac",50,medium
interac-etransfrservice.site,Interac,interac,"Phishing site impersonating Interac",20,low
interac-etransf-secure.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-etrans.website,Interac,interac,"Phishing site impersonating Interac",10,low
interac-etservice.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-et-ticketdepartment.info,Interac,interac,"Phishing site impersonating Interac",50,medium
interac-feecharge.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-fidomobile.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-funds.support,Interac,interac,"Phishing site impersonating Interac",10,low
interac-get.online,Interac,interac,"Phishing site impersonating Interac",40,low
interacghlkjedolaklepsetvhmnvsdfkqvcdgh.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-gigadat-ca.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-gigadat.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-gigadatqc.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-gov-onlineservices.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-help.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-housing.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-hq.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-iaccess.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-id-authentication.ca,Interac,interac,"Phishing site impersonating Interac",20,low
interac-id-authentication.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-id.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-id-verification.ca,Interac,interac,"Phishing site impersonating Interac",20,low
interac-idverification.ca,Interac,interac,"Phishing site impersonating Interac",10,low
interac-id-verification.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-idverification.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-info-deposit-secure.info,Interac,interac,"Phishing site impersonating Interac",50,medium
interac-info.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-livesupport.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-llc.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-login1.info,Interac,interac,"Phishing site impersonating Interac",55,medium
interac-login.info,Interac,interac,"Phishing site impersonating Interac",40,low
interac-login.site,Interac,interac,"Phishing site impersonating Interac",10,low
interac-mobilealerts.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-mobileapp-pay.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-mobile-banking.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-mobile.ca,Interac,interac,"Phishing site impersonating Interac",10,low
interac-mobile-carrier1-deposit.com,Interac,interac,"Phishing site impersonating Interac",35,low
interac-mobile.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-mobiledepo.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-mobile-deposit11.com,Interac,interac,"Phishing site impersonating Interac",35,low
interac-mobile-deposit1.com,Interac,interac,"Phishing site impersonating Interac",35,low
interac-mobile-deposit.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-mobile-e-transfer.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-mobilegouv.xyz,Interac,interac,"Phishing site impersonating Interac",40,low
interac-mobilelink.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-mobile.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-mobilerefunds.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-mobilereturn.cc,Interac,interac,"Phishing site impersonating Interac",10,low
interacmobile-sec.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-mobileshopca.site,Interac,interac,"Phishing site impersonating Interac",10,low
interac-mobile.site,Interac,interac,"Phishing site impersonating Interac",10,low
interac-mobiletransfer.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-mobiletransfers.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-mobility.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-mobility-online.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-net09.online,Interac,interac,"Phishing site impersonating Interac",55,medium
interac-nf01z.online,Interac,interac,"Phishing site impersonating Interac",55,medium
interac-notification773675.com,Interac,interac,"Phishing site impersonating Interac",35,low
interac-notification.cfd,Interac,interac,"Phishing site impersonating Interac",10,low
interac-notification.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-officialweb.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac.online,Interac,interac,"Phishing site impersonating Interac",30,low
interac-online3341.pro,Interac,interac,"Phishing site impersonating Interac",25,low
interac-onlineability.info,Interac,interac,"Phishing site impersonating Interac",50,medium
interac-online-access.online,Interac,interac,"Phishing site impersonating Interac",50,medium
interac-online.biz,Interac,interac,"Phishing site impersonating Interac",10,low
interac-online.ca,Interac,interac,"Phishing site impersonating Interac",10,low
interac-online-ca.info,Interac,interac,"Phishing site impersonating Interac",40,low
interac-onlineca.info,Interac,interac,"Phishing site impersonating Interac",40,low
interac-onlinecanada.info,Interac,interac,"Phishing site impersonating Interac",40,low
interac-online.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-onlinedeposit.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-online-e-transfer-cad.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-online-etransfer.com,Interac,interac,"Phishing site impersonating Interac",20,low
interaconline-etransfer-deposit2526.com,Interac,interac,"Phishing site impersonating Interac",35,low
interac-online-etransfer.online,Interac,interac,"Phishing site impersonating Interac",50,medium
interaconline-e-transfer-payment.com,Interac,interac,"Phishing site impersonating Interac",20,low
interaconline-etransfer-payment.com,Interac,interac,"Phishing site impersonating Interac",20,low
interaconline-etransfer-paymentrefund.com,Interac,interac,"Phishing site impersonating Interac",20,low
interaconline-etransfer-telusmobility.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-online-etransfer.website,Interac,interac,"Phishing site impersonating Interac",20,low
interac-online-funds.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-online.icu,Interac,interac,"Phishing site impersonating Interac",10,low
interac-online.info,Interac,interac,"Phishing site impersonating Interac",40,low
interac-online.mobi,Interac,interac,"Phishing site impersonating Interac",10,low
interac-online.net,Interac,interac,"Phishing site impersonating Interac",10,low
interac-online.one,Interac,interac,"Phishing site impersonating Interac",10,low
interac-onlines-ca.info,Interac,interac,"Phishing site impersonating Interac",40,low
interac-online.site,Interac,interac,"Phishing site impersonating Interac",10,low
interac-onlinesync.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-onlinetransfer.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-onlinewebservice.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-online.world,Interac,interac,"Phishing site impersonating Interac",10,low
interac-on-mobile.ca,Interac,interac,"Phishing site impersonating Interac",10,low
interac-on-webmobile.ca,Interac,interac,"Phishing site impersonating Interac",10,low
interac-order.digital,Interac,interac,"Phishing site impersonating Interac",10,low
interac-overcharge.online,Interac,interac,"Phishing site impersonating Interac",40,low
interacpage1001-ca-webtrust.com,Interac,interac,"Phishing site impersonating Interac",35,low
interac-paid.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-payfacile.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-payment.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-payment-secure.online,Interac,interac,"Phishing site impersonating Interac",50,medium
interac-payments-e-transfers.net,Interac,interac,"Phishing site impersonating Interac",20,low
interac-payments-mobile.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-paymobile.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-pay.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-pendingfund-verify.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-pending.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-pics-web.pics,Interac,interac,"Phishing site impersonating Interac",10,low
interac-prepaid.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-provinceweb.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-qc.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-receive-id927391.cfd,Interac,interac,"Phishing site impersonating Interac",35,low
interac-receive.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-receiving.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-refund1mobile.com,Interac,interac,"Phishing site impersonating Interac",25,low
interac-refundpay-hydro.online,Interac,interac,"Phishing site impersonating Interac",50,medium
interac-revenuquebec.online,Interac,interac,"Phishing site impersonating Interac",50,medium
interac-sec.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-secure1.com,Interac,interac,"Phishing site impersonating Interac",25,low
interac-secure-2024.com,Interac,interac,"Phishing site impersonating Interac",25,low
interac-secure2.com,Interac,interac,"Phishing site impersonating Interac",25,low
interac-secure.autos,Interac,interac,"Phishing site impersonating Interac",10,low
interac-secure.buzz,Interac,interac,"Phishing site impersonating Interac",40,low
interac-secure.ca,Interac,interac,"Phishing site impersonating Interac",10,low
interac-secure-checkout.club,Interac,interac,"Phishing site impersonating Interac",50,medium
interac-secure.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-secure-cra.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-securecra.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-secured.click,Interac,interac,"Phishing site impersonating Interac",10,low
interac-securedep.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-securedeposit.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-secure-deposits.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-securedeposlt-canada-aiert.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-securedfunds.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-secure-etransfer.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-secure-gouv.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-secure.info,Interac,interac,"Phishing site impersonating Interac",40,low
interac-secureinfo.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-secure.link,Interac,interac,"Phishing site impersonating Interac",10,low
interac-secure.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-secure.org,Interac,interac,"Phishing site impersonating Interac",10,low
interac-securepay.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-securepayment.info,Interac,interac,"Phishing site impersonating Interac",50,medium
interac-securepayment.net,Interac,interac,"Phishing site impersonating Interac",10,low
interac-secure-payment-refund.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-securerbc.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-secure-reminder.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-secureservice.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-secureservices.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-secure.site,Interac,interac,"Phishing site impersonating Interac",10,low
interac-secure.top,Interac,interac,"Phishing site impersonating Interac",40,low
interac-secure-transfer.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-securetransfer.info,Interac,interac,"Phishing site impersonating Interac",50,medium
interac-security.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-securityrevca.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-securityteam.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-select.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-selfdeposit.online,Interac,interac,"Phishing site impersonating Interac",50,medium
interac-sending-here.digital,Interac,interac,"Phishing site impersonating Interac",20,low
interac-sending.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-service.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-serviceontario.com,Interac,interac,"Phishing site impersonating Interac",20,low
interac-servicerefund.com,Interac,interac,"Phishing site impersonating Interac",10,low
interacserviceremenberme-et.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",20,low
interac.services,Interac,interac,"Phishing site impersonating Interac",0,low
interac-services01.com,Interac,interac,"Phishing site impersonating Interac",25,low
interac-services.mobi,Interac,interac,"Phishing site impersonating Interac",10,low
interac-session1628405.cfd,Interac,interac,"Phishing site impersonating Interac",35,low
interac-session865.site,Interac,interac,"Phishing site impersonating Interac",25,low
interac-session9752.site,Interac,interac,"Phishing site impersonating Interac",25,low
interac-session.site,Interac,interac,"Phishing site impersonating Interac",10,low
interac-smsalerts.ca,Interac,interac,"Phishing site impersonating Interac",10,low
interacssl3-secureauth.info,Interac,interac,"Phishing site impersonating Interac",65,medium
interac-status.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac.support,Interac,interac,"Phishing site impersonating Interac",0,low
interac-support.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-support.info,Interac,interac,"Phishing site impersonating Interac",40,low
interac-support.net,Interac,interac,"Phishing site impersonating Interac",10,low
interac-support.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-support.top,Interac,interac,"Phishing site impersonating Interac",40,low
interact-billing-pay-refund.online,Interac,interac,"Phishing site impersonating Interac",50,medium
interac-tchek.online,Interac,interac,"Phishing site impersonating Interac",40,low
interac-telusmobile.com,Interac,interac,"Phishing site impersonating Interac",10,low
interac-telusmobile.info,Interac,interac,"Phishing site impersonating Interac",40,low
interac-telus.online,Interac,interac,"Phishing site impersonating Interac",40,low
interact-gouv-onlinedeposit.com,Interac,interac,"Phishing site impersonating Interac",20,low
interactiefmuziektheater.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactievevisitekaartjes.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactioncommunication2024.online,Interac,interac,"Phishing site impersonating Interac",55,medium
interactioncommunicationcenter.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactioncommunicationconnect.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactioncommunicationexchange.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactioncommunicationgateway.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactioncommunicationglobal.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactioncommunicationhorizon.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactioncommunicationlinkup.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactioncommunicationnation.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactioncommunicationnexus.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactioncommunication.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactioncommunicationplus.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactioncommunicationportal.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactioncommunicationsolutions.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactioncommunications.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactioncommunicationtalks.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactioncommunicationzone.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactionhorizoncenter.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactionhorizonconnect.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactionhorizonexchange.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactionhorizongateway.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactionhorizonglobal.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactionhorizonlinkup.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactionhorizonnation.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactionhorizonportal.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactionhorizonsolutions.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactionhubprimecommunication.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactionmediacommunicationhub.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactionmediaexchange.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactionmediahorizonhub.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactionmediasolutions.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactionoutreachcenter.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactionoutreachconnect.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactionoutreachexchange.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactionoutreachgateway.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactionoutreachglobal.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactionoutreachlinkup.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactionoutreachmedia.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactionoutreachnation.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactionoutreachnexus.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactionoutreachportal.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactionoutreachprimehub.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactionoutreachsolutions.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactionoutreachtalks.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactionprimeoutreach.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactive-4d-eu.online,Interac,interac,"Phishing site impersonating Interac",55,medium
interactive-4d.online,Interac,interac,"Phishing site impersonating Interac",55,medium
interactive-adventures.online,Interac,interac,"Phishing site impersonating Interac",50,medium
interactive-advertisingonline.com,Interac,interac,"Phishing site impersonating Interac",20,low
interactive-brand.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactive-broker.online,Interac,interac,"Phishing site impersonating Interac",40,low
interactivebrokers-go-login.online,Interac,interac,"Phishing site impersonating Interac",50,medium
interactivebrokers-go-logins.site,Interac,interac,"Phishing site impersonating Interac",20,low
interactive-brokers.online,Interac,interac,"Phishing site impersonating Interac",50,medium
interactivebrokers-secure01.click,Interac,interac,"Phishing site impersonating Interac",35,low
interactivebrokers-secure01.cloud,Interac,interac,"Phishing site impersonating Interac",35,low
interactivebrokers-secure01.help,Interac,interac,"Phishing site impersonating Interac",35,low
interactivebrokers-secure01.ink,Interac,interac,"Phishing site impersonating Interac",35,low
