domain,company,keyword,description,score
desjardins-validationdirect.com,Desjardins,desjardins,"Phishing site impersonating Desjardins",40
desjardins-validations.xyz,Desjardins,desjardins,"Phishing site impersonating Desjardins",70
desjardins-validation.xyz,Desjardins,desjardins,"Phishing site impersonating Desjardins",70
desjardins-verifiactionprofil.online,Desjardins,desjardins,"Phishing site impersonating Desjardins",70
desjardins-verification1-auth.com,Desjardins,desjardins,"Phishing site impersonating Desjardins",40
desjardins-verification1.com,Desjardins,desjardins,"Phishing site impersonating Desjardins",40
desjardins-verificationacces.com,Desjardins,desjardins,"Phishing site impersonating Desjardins",40
desjardins-verificationaffaires.com,Desjardins,desjardins,"Phishing site impersonating Desjardins",40
desjardins-verification.ca,Desjardins,desjardins,"Phishing site impersonating Desjardins",40
desjardins-verification.com,Desjardins,desjardins,"Phishing site impersonating Desjardins",40
desjardins-verification.info,Desjardins,desjardins,"Phishing site impersonating Desjardins",70
desjardins-verification.me,Desjardins,desjardins,"Phishing site impersonating Desjardins",40
desjardins-verifications.com,Desjardins,desjardins,"Phishing site impersonating Desjardins",40
desjardins-verification.xyz,Desjardins,desjardins,"Phishing site impersonating Desjardins",70
desjardins-verify.com,Desjardins,desjardins,"Phishing site impersonating Desjardins",60
desjardins-verify.info,Desjardins,desjardins,"Phishing site impersonating Desjardins",90
desjardins-web-accesd.com,Desjardins,desjardins,"Phishing site impersonating Desjardins",40
desjardins-web.com,Desjardins,desjardins,"Phishing site impersonating Desjardins",40
desjardins-web-mouv.com,Desjardins,desjardins,"Phishing site impersonating Desjardins",40
desjardins.website,Desjardins,desjardins,"Phishing site impersonating Desjardins",40
desjardins-webverifications.com,Desjardins,desjardins,"Phishing site impersonating Desjardins",40
easywb-td1auth.com,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
easyweb-login-td.com,TD (TD Canada Trust),td,"Phishing site impersonating TD (TD Canada Trust)",60
easyweb-tdassist.com,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
easyweb-td-authlogin.com,TD (TD Canada Trust),td,"Phishing site impersonating TD (TD Canada Trust)",60
equitable-abyss.info,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
equitable-access.com,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
equitable-access.org,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
equitable-ai.app,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
equitable-arts.xyz,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
equitablebusinesssolutions.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
equitable-carnelius.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
equitablecommunitylending.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
equitable-development-solutions.com,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
equitable-divorce-solutions.com,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
equitable-divorce-solutions.net,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
equitable-financial-consultants.co.uk,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
equitable-financial-management.co.uk,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
equitable-financing-faith-erotism.life,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
equitable-healthcareservices.com,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
equitable-inclusivelearningsolutions.com,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
equitable-investment-management.co.uk,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
equitable-life-demutualization.com,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
equitable-luxury.xyz,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
equitable-marketing-experts.consulting,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
equitable-marketing-experts.tips,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
equitable-marketing-fraud.solutions,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
equitable-marketing.info,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
equitable-marketing-llc.consulting,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
equitable-marketing-llc.info,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
equitable-marketing-llc.solutions,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
equitable-marketing-scam.exposed,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
equitable-marketing-scam.marketing,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
equitable-marketing-scam.solutions,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
equitable-marketing-team.marketing,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
equitable-marketing-team.solutions,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
equitable.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
equitable-property-solutions.com,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
equitable-retirement-service-solutions.bond,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
equitable-save.info,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
equitable-savings.info,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
equitable-savings.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
equitable-trust.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
equitable.website,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
equitablewellnesslearningsolutions.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
et-interac.digital,Interac,interac,"Phishing site impersonating Interac",40
etransfer-interac.digital,Interac,interac,"Phishing site impersonating Interac",40
e-transfer-validate-interac-cad.com,Interac,interac,"Phishing site impersonating Interac",40
f1ir1-sa-tdalddin101.xyz,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
google-play-td88pwa.club,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
google-play-tdw2a.app,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
help-safesecure-cibc.com,CIBC (Canadian Imperial Bank of Commerce),cibc,"Phishing site impersonating CIBC (Canadian Imperial Bank of Commerce)",60
help-secured-cibc.com,CIBC (Canadian Imperial Bank of Commerce),cibc,"Phishing site impersonating CIBC (Canadian Imperial Bank of Commerce)",60
help-securedsecurity-scotia.com,Scotiabank,scotia,"Phishing site impersonating Scotiabank",60
help-securesafe-cibc.com,CIBC (Canadian Imperial Bank of Commerce),cibc,"Phishing site impersonating CIBC (Canadian Imperial Bank of Commerce)",60
homepersonalonline-rbc.com,RBC (Royal Bank of Canada),rbc,"Phishing site impersonating RBC (Royal Bank of Canada)",40
identityvalidation-cibconline.com,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
interac011-deposit-fidosecurity.com,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
interac1000-pageca-webtrust.com,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
interac1001-authssl1.info,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interac-100et-webtrust-ca.com,Interac,interac,"Phishing site impersonating Interac",40
interac1smobilenotificationsssl.info,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interac-1updates.com,Interac,interac,"Phishing site impersonating Interac",60
interac-1-webtrustca.com,Interac,interac,"Phishing site impersonating Interac",40
interac-24.online,Interac,interac,"Phishing site impersonating Interac",70
interac-4account.com,Interac,interac,"Phishing site impersonating Interac",60
interac-abilityonline.info,Interac,interac,"Phishing site impersonating Interac",70
interac-access.com,Interac,interac,"Phishing site impersonating Interac",40
interac-access-directcad-transf.com,Interac,interac,"Phishing site impersonating Interac",40
interac-access-pending.com,Interac,interac,"Phishing site impersonating Interac",40
interac-account.com,Interac,interac,"Phishing site impersonating Interac",60
interac-account.online,Interac,interac,"Phishing site impersonating Interac",90
interac-account.top,Interac,interac,"Phishing site impersonating Interac",90
interac-accweb.club,Interac,interac,"Phishing site impersonating Interac",70
interac-alertservice.com,Interac,interac,"Phishing site impersonating Interac",40
interac-amazonca.online,Interac,interac,"Phishing site impersonating Interac",70
interacancouvertstheerasour.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interacancouvertsthemteor.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interacancouvertstheteor.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interacantodaycouertheeor.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interac-assist.online,Interac,interac,"Phishing site impersonating Interac",70
interac-auth.ca,Interac,interac,"Phishing site impersonating Interac",40
interac-authcra-et100webtrust.com,Interac,interac,"Phishing site impersonating Interac",40
interac-authcra-et100webtrust.info,Interac,interac,"Phishing site impersonating Interac",70
interac-authcra-et100webtrust.net,Interac,interac,"Phishing site impersonating Interac",40
interacauth-cra.info,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interac-authe.com,Interac,interac,"Phishing site impersonating Interac",40
interac-bell.online,Interac,interac,"Phishing site impersonating Interac",70
interac-c23-interactransfer-iekc9.com,Interac,interac,"Phishing site impersonating Interac",40
interac-ca-deposit.online,Interac,interac,"Phishing site impersonating Interac",70
interac-ca.digital,Interac,interac,"Phishing site impersonating Interac",40
interac-ca-mobile.com,Interac,interac,"Phishing site impersonating Interac",40
interac-ca-mobileweb.com,Interac,interac,"Phishing site impersonating Interac",40
interaccanada-mobilebonusrewards.com,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
interac-canada.online,Interac,interac,"Phishing site impersonating Interac",70
interac-canada-revenue-agency.com,Interac,interac,"Phishing site impersonating Interac",40
interac-canada-secure.com,Interac,interac,"Phishing site impersonating Interac",60
interac-canadianworkerbenefit.pro,Interac,interac,"Phishing site impersonating Interac",40
interac-ca.online,Interac,interac,"Phishing site impersonating Interac",70
interac-ca-online.com,Interac,interac,"Phishing site impersonating Interac",40
interac-ca-order-verify.sbs,Interac,interac,"Phishing site impersonating Interac",60
interac-carevenue.online,Interac,interac,"Phishing site impersonating Interac",70
interac-ca-session642.site,Interac,interac,"Phishing site impersonating Interac",70
interac-ca-session6987.site,Interac,interac,"Phishing site impersonating Interac",70
interac-ca-session761.site,Interac,interac,"Phishing site impersonating Interac",70
interac-ca-session7858.site,Interac,interac,"Phishing site impersonating Interac",70
interac-ca-session896.site,Interac,interac,"Phishing site impersonating Interac",70
interac-ca-session9642.site,Interac,interac,"Phishing site impersonating Interac",70
interac-ca-session9851.site,Interac,interac,"Phishing site impersonating Interac",70
interac-ca-session9861.site,Interac,interac,"Phishing site impersonating Interac",70
interaccasln232343cncncy.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interac-childbenefit.online,Interac,interac,"Phishing site impersonating Interac",70
interaccionesprevisionsocial.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interac-clients.com,Interac,interac,"Phishing site impersonating Interac",40
interac-completed.online,Interac,interac,"Phishing site impersonating Interac",70
interac-confirmation.com,Interac,interac,"Phishing site impersonating Interac",40
interac-confirmation.net,Interac,interac,"Phishing site impersonating Interac",40
interac-confirmation.online,Interac,interac,"Phishing site impersonating Interac",70
interac-confirmcad.com,Interac,interac,"Phishing site impersonating Interac",40
interac-confirm.cfd,Interac,interac,"Phishing site impersonating Interac",40
interac-confirm.com,Interac,interac,"Phishing site impersonating Interac",40
interac-confirm-order-receiving-payment.icu,Interac,interac,"Phishing site impersonating Interac",60
interac-confirm-order.shop,Interac,interac,"Phishing site impersonating Interac",70
interaccouvertsthemrteor.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interaccouvertsthemttraking.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interac-cra-deposit.online,Interac,interac,"Phishing site impersonating Interac",70
interac-cra.online,Interac,interac,"Phishing site impersonating Interac",70
interac-cra-return.online,Interac,interac,"Phishing site impersonating Interac",70
interac-cra-secure.ca,Interac,interac,"Phishing site impersonating Interac",60
interac-crasecure.com,Interac,interac,"Phishing site impersonating Interac",60
interac-cratransfers.online,Interac,interac,"Phishing site impersonating Interac",70
interac-customerservice.com,Interac,interac,"Phishing site impersonating Interac",40
interac-depositalerts.com,Interac,interac,"Phishing site impersonating Interac",40
interac-depositcanada.online,Interac,interac,"Phishing site impersonating Interac",70
interac-depositcra.online,Interac,interac,"Phishing site impersonating Interac",70
interac-deposit-myaccount.info,Interac,interac,"Phishing site impersonating Interac",90
interac-deposit.online,Interac,interac,"Phishing site impersonating Interac",70
interac-depositonline.com,Interac,interac,"Phishing site impersonating Interac",40
interac-deposit-secure.com,Interac,interac,"Phishing site impersonating Interac",60
interac-depositsecure.com,Interac,interac,"Phishing site impersonating Interac",60
interac-deposits.online,Interac,interac,"Phishing site impersonating Interac",70
interac-deposit-transfers.online,Interac,interac,"Phishing site impersonating Interac",70
interac-depositverification.com,Interac,interac,"Phishing site impersonating Interac",40
interac-deposltaiert-canada-secure.com,Interac,interac,"Phishing site impersonating Interac",60
interac-deposltaiert-secure-canada.com,Interac,interac,"Phishing site impersonating Interac",60
interac-deposlt-secureaiert-canada.com,Interac,interac,"Phishing site impersonating Interac",60
interac-deposlt-secureaiert-verlfy.com,Interac,interac,"Phishing site impersonating Interac",60
interac-deposlt-secure-verlfyaiert.com,Interac,interac,"Phishing site impersonating Interac",60
interac-deposlt-secureverlfy-aiert.com,Interac,interac,"Phishing site impersonating Interac",60
interac-depot-mobile.ca,Interac,interac,"Phishing site impersonating Interac",40
interac.digital,Interac,interac,"Phishing site impersonating Interac",40
interac-digital-id.ca,Interac,interac,"Phishing site impersonating Interac",40
interac-digital-id.com,Interac,interac,"Phishing site impersonating Interac",40
interac-digital-online-etransfer.com,Interac,interac,"Phishing site impersonating Interac",40
interac-digtalmoblie-etransfer.com,Interac,interac,"Phishing site impersonating Interac",40
interac-documentverification.ca,Interac,interac,"Phishing site impersonating Interac",40
interac-documentverification.com,Interac,interac,"Phishing site impersonating Interac",40
interac-easyweb-td.com,Interac,interac,"Phishing site impersonating Interac",40
interac-e-ca.info,Interac,interac,"Phishing site impersonating Interac",70
interac-e-canadiantransfrt.online,Interac,interac,"Phishing site impersonating Interac",70
interac-e-canadiantransfrt.site,Interac,interac,"Phishing site impersonating Interac",70
interac-e-deposit.online,Interac,interac,"Phishing site impersonating Interac",70
interac-edeposit.online,Interac,interac,"Phishing site impersonating Interac",70
interac-emobile.online,Interac,interac,"Phishing site impersonating Interac",70
interac-emt.online,Interac,interac,"Phishing site impersonating Interac",70
interac-emt-online.com,Interac,interac,"Phishing site impersonating Interac",40
interac-e-refunds.online,Interac,interac,"Phishing site impersonating Interac",70
interacessandrafreitasadv.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interac-et-deposit.online,Interac,interac,"Phishing site impersonating Interac",70
interac-et-freedommobile.ca,Interac,interac,"Phishing site impersonating Interac",40
interac-et.online,Interac,interac,"Phishing site impersonating Interac",70
interac-etransfe-payment-refunded.com,Interac,interac,"Phishing site impersonating Interac",60
interac-e-transfer-1user.com,Interac,interac,"Phishing site impersonating Interac",40
interac-e-transfer-accepted-ca.com,Interac,interac,"Phishing site impersonating Interac",40
interac-e-transfer-access-can.com,Interac,interac,"Phishing site impersonating Interac",40
interac-e-transfer-access-sms.com,Interac,interac,"Phishing site impersonating Interac",40
interac-etransfer-authentication.com,Interac,interac,"Phishing site impersonating Interac",40
interac-e-transfer-bell-mobility-aliant.com,Interac,interac,"Phishing site impersonating Interac",40
interac-e-transfer-bell-mobility.com,Interac,interac,"Phishing site impersonating Interac",40
interac-e-transfer-ca.cfd,Interac,interac,"Phishing site impersonating Interac",40
interac-e-transfer-ca-funds.com,Interac,interac,"Phishing site impersonating Interac",40
interac-e-transfer-can-transfe.com,Interac,interac,"Phishing site impersonating Interac",40
interac-e-transfer.cfd,Interac,interac,"Phishing site impersonating Interac",40
interac-e-transfer-deposit-ca.com,Interac,interac,"Phishing site impersonating Interac",40
interac-etransfer-deposit-mobile879.com,Interac,interac,"Phishing site impersonating Interac",40
interac-e-transfer-funds-accessed.com,Interac,interac,"Phishing site impersonating Interac",40
interac-e-transfer-funds-secure.com,Interac,interac,"Phishing site impersonating Interac",60
interac-e-transfer.info,Interac,interac,"Phishing site impersonating Interac",70
interac-e-transfer-instant-ca.com,Interac,interac,"Phishing site impersonating Interac",40
interace-transfer-invoice.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interac-e-transfer-login-ca-access.com,Interac,interac,"Phishing site impersonating Interac",60
interac-e-transfer-login.com,Interac,interac,"Phishing site impersonating Interac",60
interac-etransfer-mobile-ca.com,Interac,interac,"Phishing site impersonating Interac",40
interac-etransfer-mobile.com,Interac,interac,"Phishing site impersonating Interac",40
interac-etransfermobile.com,Interac,interac,"Phishing site impersonating Interac",40
interac-etransfer-mobile-deposit.com,Interac,interac,"Phishing site impersonating Interac",40
interac-e-transfer-money.cfd,Interac,interac,"Phishing site impersonating Interac",40
interac-e-transfer-moneysend.cfd,Interac,interac,"Phishing site impersonating Interac",40
interac-e-transfer-moneysend.icu,Interac,interac,"Phishing site impersonating Interac",40
interac-e-transfer-notice-ca.com,Interac,interac,"Phishing site impersonating Interac",40
interac-etransfer-notification72760.one,Interac,interac,"Phishing site impersonating Interac",40
interac-e-transfer.online,Interac,interac,"Phishing site impersonating Interac",70
interac-etransfer.online,Interac,interac,"Phishing site impersonating Interac",70
interace-transfer.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interac-etransfer-online.com,Interac,interac,"Phishing site impersonating Interac",40
interac-etransferonline.com,Interac,interac,"Phishing site impersonating Interac",40
interac-e-transfer-online-funds.com,Interac,interac,"Phishing site impersonating Interac",40
interac-etransfer-onlinerefund.com,Interac,interac,"Phishing site impersonating Interac",40
interace-transferpayementtransfer.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interac-e-transfer-payinfo.online,Interac,interac,"Phishing site impersonating Interac",70
interac-e-transfer-payment.cfd,Interac,interac,"Phishing site impersonating Interac",60
interac-e-transfer-payment.cyou,Interac,interac,"Phishing site impersonating Interac",60
interace-transferpayment.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",90
interac-e-transfer-paymentrefund.com,Interac,interac,"Phishing site impersonating Interac",60
interace-transferpay.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interace-transferpayreciepenttransfer.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interace-transferpaytelusreciepent.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interace-transferreciepentpaye.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interac-e-transfer-refund-transf.com,Interac,interac,"Phishing site impersonating Interac",40
interac-e-transfer-returned-bell.com,Interac,interac,"Phishing site impersonating Interac",40
interac-e-transfer.ru,Interac,interac,"Phishing site impersonating Interac",40
interac-etransfersdeposit.online,Interac,interac,"Phishing site impersonating Interac",70
interac-e-transfer-secure-ca.com,Interac,interac,"Phishing site impersonating Interac",60
interac-etransfer-secure.com,Interac,interac,"Phishing site impersonating Interac",60
interac-etransfersecure.com,Interac,interac,"Phishing site impersonating Interac",60
interac-e-transfer-send.cfd,Interac,interac,"Phishing site impersonating Interac",40
interac-e-transfer-sendmoney.icu,Interac,interac,"Phishing site impersonating Interac",40
interac-etransfer.services,Interac,interac,"Phishing site impersonating Interac",40
interac-etransferservices.com,Interac,interac,"Phishing site impersonating Interac",40
interac-e-transfers.info,Interac,interac,"Phishing site impersonating Interac",70
interac-e-transfer.site,Interac,interac,"Phishing site impersonating Interac",70
interac-e-transfer-sms-verify.com,Interac,interac,"Phishing site impersonating Interac",60
interac-e-transfers.online,Interac,interac,"Phishing site impersonating Interac",70
interac-etransfers.online,Interac,interac,"Phishing site impersonating Interac",70
interac-etransfert-onlinepayment.com,Interac,interac,"Phishing site impersonating Interac",60
interace-transfertranspay.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interac-etransfertrefundscash.info,Interac,interac,"Phishing site impersonating Interac",70
interac-e-transfert.xyz,Interac,interac,"Phishing site impersonating Interac",70
interac-e-transfer-verified-ca.com,Interac,interac,"Phishing site impersonating Interac",40
interac-e-transfer-verified-sms.com,Interac,interac,"Phishing site impersonating Interac",40
interac-e-transfer.xyz,Interac,interac,"Phishing site impersonating Interac",70
interac-etransf.online,Interac,interac,"Phishing site impersonating Interac",70
interac-etransfrservice.online,Interac,interac,"Phishing site impersonating Interac",70
interac-etransfrservice.site,Interac,interac,"Phishing site impersonating Interac",70
interac-etransf-secure.com,Interac,interac,"Phishing site impersonating Interac",60
interac-etrans.website,Interac,interac,"Phishing site impersonating Interac",40
interac-etservice.com,Interac,interac,"Phishing site impersonating Interac",40
interac-et-ticketdepartment.info,Interac,interac,"Phishing site impersonating Interac",70
interac-feecharge.online,Interac,interac,"Phishing site impersonating Interac",70
interac-fidomobile.com,Interac,interac,"Phishing site impersonating Interac",40
interac-funds.support,Interac,interac,"Phishing site impersonating Interac",40
interac-get.online,Interac,interac,"Phishing site impersonating Interac",70
interacghlkjedolaklepsetvhmnvsdfkqvcdgh.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interac-gigadat-ca.online,Interac,interac,"Phishing site impersonating Interac",70
interac-gigadat.online,Interac,interac,"Phishing site impersonating Interac",70
interac-gigadatqc.online,Interac,interac,"Phishing site impersonating Interac",70
interac-gov-onlineservices.com,Interac,interac,"Phishing site impersonating Interac",40
interac-help.online,Interac,interac,"Phishing site impersonating Interac",70
interac-housing.online,Interac,interac,"Phishing site impersonating Interac",70
interac-hq.online,Interac,interac,"Phishing site impersonating Interac",70
interac-iaccess.com,Interac,interac,"Phishing site impersonating Interac",40
interac-id-authentication.ca,Interac,interac,"Phishing site impersonating Interac",40
interac-id-authentication.com,Interac,interac,"Phishing site impersonating Interac",40
interac-id.online,Interac,interac,"Phishing site impersonating Interac",70
interac-id-verification.ca,Interac,interac,"Phishing site impersonating Interac",40
interac-idverification.ca,Interac,interac,"Phishing site impersonating Interac",40
interac-id-verification.com,Interac,interac,"Phishing site impersonating Interac",40
interac-idverification.com,Interac,interac,"Phishing site impersonating Interac",40
interac-info-deposit-secure.info,Interac,interac,"Phishing site impersonating Interac",90
interac-info.online,Interac,interac,"Phishing site impersonating Interac",70
interac-livesupport.com,Interac,interac,"Phishing site impersonating Interac",40
interac-llc.online,Interac,interac,"Phishing site impersonating Interac",70
interac-login1.info,Interac,interac,"Phishing site impersonating Interac",90
interac-login.info,Interac,interac,"Phishing site impersonating Interac",90
interac-login.site,Interac,interac,"Phishing site impersonating Interac",90
interac-mobilealerts.com,Interac,interac,"Phishing site impersonating Interac",40
interac-mobileapp-pay.com,Interac,interac,"Phishing site impersonating Interac",40
interac-mobile-banking.com,Interac,interac,"Phishing site impersonating Interac",40
interac-mobile.ca,Interac,interac,"Phishing site impersonating Interac",40
interac-mobile-carrier1-deposit.com,Interac,interac,"Phishing site impersonating Interac",40
interac-mobile.com,Interac,interac,"Phishing site impersonating Interac",40
interac-mobiledepo.com,Interac,interac,"Phishing site impersonating Interac",40
interac-mobile-deposit11.com,Interac,interac,"Phishing site impersonating Interac",40
interac-mobile-deposit1.com,Interac,interac,"Phishing site impersonating Interac",40
interac-mobile-deposit.com,Interac,interac,"Phishing site impersonating Interac",40
interac-mobile-e-transfer.com,Interac,interac,"Phishing site impersonating Interac",40
interac-mobilegouv.xyz,Interac,interac,"Phishing site impersonating Interac",70
interac-mobilelink.com,Interac,interac,"Phishing site impersonating Interac",40
interac-mobile.online,Interac,interac,"Phishing site impersonating Interac",70
interac-mobilerefunds.com,Interac,interac,"Phishing site impersonating Interac",40
interac-mobilereturn.cc,Interac,interac,"Phishing site impersonating Interac",40
interacmobile-sec.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interac-mobileshopca.site,Interac,interac,"Phishing site impersonating Interac",70
interac-mobile.site,Interac,interac,"Phishing site impersonating Interac",70
interac-mobiletransfer.com,Interac,interac,"Phishing site impersonating Interac",40
interac-mobiletransfers.com,Interac,interac,"Phishing site impersonating Interac",40
interac-mobility.online,Interac,interac,"Phishing site impersonating Interac",70
interac-mobility-online.com,Interac,interac,"Phishing site impersonating Interac",40
interac-net09.online,Interac,interac,"Phishing site impersonating Interac",70
interac-nf01z.online,Interac,interac,"Phishing site impersonating Interac",70
interac-notification773675.com,Interac,interac,"Phishing site impersonating Interac",40
interac-notification.cfd,Interac,interac,"Phishing site impersonating Interac",40
interac-notification.com,Interac,interac,"Phishing site impersonating Interac",40
interac-officialweb.com,Interac,interac,"Phishing site impersonating Interac",40
interac.online,Interac,interac,"Phishing site impersonating Interac",70
interac-online3341.pro,Interac,interac,"Phishing site impersonating Interac",40
interac-onlineability.info,Interac,interac,"Phishing site impersonating Interac",70
interac-online-access.online,Interac,interac,"Phishing site impersonating Interac",70
interac-online.biz,Interac,interac,"Phishing site impersonating Interac",40
interac-online.ca,Interac,interac,"Phishing site impersonating Interac",40
interac-online-ca.info,Interac,interac,"Phishing site impersonating Interac",70
interac-onlineca.info,Interac,interac,"Phishing site impersonating Interac",70
interac-onlinecanada.info,Interac,interac,"Phishing site impersonating Interac",70
interac-online.com,Interac,interac,"Phishing site impersonating Interac",40
interac-onlinedeposit.com,Interac,interac,"Phishing site impersonating Interac",40
interac-online-e-transfer-cad.com,Interac,interac,"Phishing site impersonating Interac",40
interac-online-etransfer.com,Interac,interac,"Phishing site impersonating Interac",40
interaconline-etransfer-deposit2526.com,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
interac-online-etransfer.online,Interac,interac,"Phishing site impersonating Interac",70
interaconline-e-transfer-payment.com,Unknown Bank,unknown,"Phishing site (bank, unknown target)",60
interaconline-etransfer-payment.com,Unknown Bank,unknown,"Phishing site (bank, unknown target)",60
interaconline-etransfer-paymentrefund.com,Unknown Bank,unknown,"Phishing site (bank, unknown target)",60
interaconline-etransfer-telusmobility.com,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
interac-online-etransfer.website,Interac,interac,"Phishing site impersonating Interac",40
interac-online-funds.com,Interac,interac,"Phishing site impersonating Interac",40
interac-online.icu,Interac,interac,"Phishing site impersonating Interac",40
interac-online.info,Interac,interac,"Phishing site impersonating Interac",70
interac-online.mobi,Interac,interac,"Phishing site impersonating Interac",40
interac-online.net,Interac,interac,"Phishing site impersonating Interac",40
interac-online.one,Interac,interac,"Phishing site impersonating Interac",40
interac-onlines-ca.info,Interac,interac,"Phishing site impersonating Interac",70
interac-online.site,Interac,interac,"Phishing site impersonating Interac",70
interac-onlinesync.com,Interac,interac,"Phishing site impersonating Interac",40
interac-onlinetransfer.com,Interac,interac,"Phishing site impersonating Interac",40
interac-onlinewebservice.com,Interac,interac,"Phishing site impersonating Interac",40
interac-online.world,Interac,interac,"Phishing site impersonating Interac",40
interac-on-mobile.ca,Interac,interac,"Phishing site impersonating Interac",40
interac-on-webmobile.ca,Interac,interac,"Phishing site impersonating Interac",40
interac-order.digital,Interac,interac,"Phishing site impersonating Interac",40
interac-overcharge.online,Interac,interac,"Phishing site impersonating Interac",70
interacpage1001-ca-webtrust.com,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
interac-paid.online,Interac,interac,"Phishing site impersonating Interac",70
interac-payfacile.online,Interac,interac,"Phishing site impersonating Interac",70
interac-payment.online,Interac,interac,"Phishing site impersonating Interac",90
interac-payment-secure.online,Interac,interac,"Phishing site impersonating Interac",90
interac-payments-e-transfers.net,Interac,interac,"Phishing site impersonating Interac",60
interac-payments-mobile.com,Interac,interac,"Phishing site impersonating Interac",60
interac-paymobile.com,Interac,interac,"Phishing site impersonating Interac",40
interac-pay.online,Interac,interac,"Phishing site impersonating Interac",70
interac-pendingfund-verify.com,Interac,interac,"Phishing site impersonating Interac",60
interac-pending.online,Interac,interac,"Phishing site impersonating Interac",70
interac-pics-web.pics,Interac,interac,"Phishing site impersonating Interac",40
