domain,company,keyword,description,score,risk
interactiefmuziektheater.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactievevisitekaartjes.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactioncommunication2024.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactioncommunicationcenter.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactioncommunicationconnect.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactioncommunicationexchange.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactioncommunicationgateway.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactioncommunicationglobal.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactioncommunicationhorizon.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactioncommunicationlinkup.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactioncommunicationnation.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactioncommunicationnexus.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactioncommunication.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactioncommunicationplus.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactioncommunicationportal.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactioncommunicationsolutions.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactioncommunications.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactioncommunicationtalks.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactioncommunicationzone.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactionhorizoncenter.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactionhorizonconnect.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactionhorizonexchange.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactionhorizongateway.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactionhorizonglobal.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactionhorizonlinkup.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactionhorizonnation.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactionhorizonportal.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactionhorizonsolutions.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactionhubprimecommunication.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactionmediacommunicationhub.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactionmediaexchange.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactionmediahorizonhub.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactionmediasolutions.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactionoutreachcenter.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactionoutreachconnect.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactionoutreachexchange.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactionoutreachgateway.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactionoutreachglobal.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactionoutreachlinkup.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactionoutreachmedia.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactionoutreachnation.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactionoutreachnexus.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactionoutreachportal.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactionoutreachprimehub.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactionoutreachsolutions.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactionoutreachtalks.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactionprimeoutreach.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-4d-eu.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-4d.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-adventures.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-advertisingonline.com,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-brand.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-broker.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactivebrokers-go-login.online,Interac,interac,"Phishing site impersonating Interac",55,medium
interactivebrokers-go-logins.site,Interac,interac,"Phishing site impersonating Interac",55,medium
interactive-brokers.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactivebrokers-secure01.click,Interac,interac,"Phishing site impersonating Interac",55,medium
interactivebrokers-secure01.cloud,Interac,interac,"Phishing site impersonating Interac",55,medium
interactivebrokers-secure01.help,Interac,interac,"Phishing site impersonating Interac",55,medium
interactivebrokers-secure01.ink,Interac,interac,"Phishing site impersonating Interac",55,medium
interactivebrokers-secure01.wiki,Interac,interac,"Phishing site impersonating Interac",55,medium
interactivebrokers-secure01.yoga,Interac,interac,"Phishing site impersonating Interac",55,medium
interactivebrokers-secure02.help,Interac,interac,"Phishing site impersonating Interac",55,medium
interactivebrokers-secure02.ink,Interac,interac,"Phishing site impersonating Interac",55,medium
interactivebrokers-secure02.wiki,Interac,interac,"Phishing site impersonating Interac",55,medium
interactivebrokers-secure02.xyz,Interac,interac,"Phishing site impersonating Interac",80,high
interactivebrokers-secure03.click,Interac,interac,"Phishing site impersonating Interac",55,medium
interactivebrokers-secure03.help,Interac,interac,"Phishing site impersonating Interac",55,medium
interactivebrokers-secure03.ink,Interac,interac,"Phishing site impersonating Interac",55,medium
interactivebrokers-secure03.wiki,Interac,interac,"Phishing site impersonating Interac",55,medium
interactivebrokers-service01.ink,Interac,interac,"Phishing site impersonating Interac",40,medium
interactivebrokers-service01.wiki,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-brokers-update01.ink,Interac,interac,"Phishing site impersonating Interac",55,medium
interactive-brokers-update01.wiki,Interac,interac,"Phishing site impersonating Interac",55,medium
interactive-brokers-update02.ink,Interac,interac,"Phishing site impersonating Interac",55,medium
interactive-brokers-update02.wiki,Interac,interac,"Phishing site impersonating Interac",55,medium
interactivebrokers-us-logins.homes,Interac,interac,"Phishing site impersonating Interac",55,medium
interactivebrokers-us-logins.vip,Interac,interac,"Phishing site impersonating Interac",55,medium
interactive-cafe.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactivecare-disabilitysupport.com,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-commerce.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactivecommunication.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactivecommunications.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactivecomputersolutions.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-content.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactivecybersecurity.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-deprem.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-digital-161386112.click,Interac,interac,"Phishing site impersonating Interac",40,medium
interactivedigitalbrochure.info,Interac,interac,"Phishing site impersonating Interac",65,high
interactive-digital-designer.co.uk,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-digital-designer.uk,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-digital-display.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-digital-display-pro.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-digital-displays.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-digital-entertainment-festival.com,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-digital-maps-for-destinations-and-resorts.com,Interac,interac,"Phishing site impersonating Interac",40,medium
interactivedigitalmediataxcredits.info,Interac,interac,"Phishing site impersonating Interac",65,high
interactive-digital-signage.com,Interac,interac,"Phishing site impersonating Interac",40,medium
interactivedigitalsignage.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-digital-solutions.com,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-elearning.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactiveelectricalgroup.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-english.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-english-online-course.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactiveentertainmentservices.app,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-etransfer-rebates.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-fenek.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-florida-online-traffic-school.com,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-flutterfire.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-forest.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-future.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactivegardeningsessions.xyz,Interac,interac,"Phishing site impersonating Interac",65,high
interactive-health.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-index.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactiveinstructionaldesign.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-interactransfer.live,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-internet-services.com,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-kuban.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-labs.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactivelearningbooks.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-learning.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-life.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-livestream.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-macguffindigital.com,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-marketing-managed-services.com,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-marketing.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-media-design-ac.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-media.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactivemediasolutions.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-meeting.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-meetings.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-menu.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactivemobilecreations.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactivemobilescreations.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-motivation.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-movie.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-online-sex-games.com,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-online-training.com,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-option.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-playags.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactivepsychologyservices.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-resources.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-rooms.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-school-websites.co.uk,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-security-solutions.com,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-service.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-sex-games-online.com,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-show.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-sports-assistant.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-stories.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-summary.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-support.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-support.site,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-system-graphics.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-systems.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-tds.com,Interac,interac,"Phishing site impersonating Interac",40,medium
interactivetelevisualsolutions.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-tools.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-trading.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-tt.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-tutoring-services.com,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-tutoring-services.co.uk,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-tutoring-services.store,Interac,interac,"Phishing site impersonating Interac",40,medium
interactive-video.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactivevoiceresponseservices.xyz,Interac,interac,"Phishing site impersonating Interac",65,high
interactivevoiceresponseservice.xyz,Interac,interac,"Phishing site impersonating Interac",65,high
interactive-web-designs.website,Interac,interac,"Phishing site impersonating Interac",40,medium
interactivewebscapesystems.info,Interac,interac,"Phishing site impersonating Interac",65,high
interactiv-spb-service.ru,Interac,interac,"Phishing site impersonating Interac",65,high
interact-mobile.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interact-mobilepay.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interact-mobile.xyz,Interac,interac,"Phishing site impersonating Interac",65,high
interact-online.info,Interac,interac,"Phishing site impersonating Interac",65,high
interac-tracking.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-transaction.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-transactions.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-transfer.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-transfer-secure.com,Interac,interac,"Phishing site impersonating Interac",55,medium
interac-transfer-secure.digital,Interac,interac,"Phishing site impersonating Interac",55,medium
interac-transfers.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-transfert.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-transfer-verifycad-access.com,Interac,interac,"Phishing site impersonating Interac",55,medium
interac-transferweb.com,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-transfer-web.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-transfer.website,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-transfid1852967211.info,Interac,interac,"Phishing site impersonating Interac",65,high
interac-transfid1852967244.date,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-transfid1852967255.date,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-transf.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-trans.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-trueweb.com,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-trueweb.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactrust100-claimwebonline.com,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-trustonweb-1.com,Interac,interac,"Phishing site impersonating Interac",40,medium
interactuandocomprendoyaprendo.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interactvictoryplenitude.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-txtalert.com,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-update.com,Interac,interac,"Phishing site impersonating Interac",55,medium
interac-update.info,Interac,interac,"Phishing site impersonating Interac",80,high
interac-update.mobi,Interac,interac,"Phishing site impersonating Interac",55,medium
interac-updates.com,Interac,interac,"Phishing site impersonating Interac",55,medium
interac-update.top,Interac,interac,"Phishing site impersonating Interac",80,high
interac-verification.ca,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-verification.com,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-verification-ticket.com,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-verification-transfert.com,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-verified.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-verify.ca,Interac,interac,"Phishing site impersonating Interac",55,medium
interac-verify.com,Interac,interac,"Phishing site impersonating Interac",55,medium
interac-verify-online.com,Interac,interac,"Phishing site impersonating Interac",55,medium
interac-verify.org,Interac,interac,"Phishing site impersonating Interac",55,medium
interac-verlfy-securedeposlt-notlce.com,Interac,interac,"Phishing site impersonating Interac",55,medium
interac-virement.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-web.ca,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-webca-mobile.com,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-web.com,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-web.jp,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-webmobile.com,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-webmobile.world,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-web.net,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-web-payment.com,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-web-pay.pics,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-web.site,Interac,interac,"Phishing site impersonating Interac",40,medium
interac.website,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-webs.world,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-web-transfer.online,Interac,interac,"Phishing site impersonating Interac",40,medium
interacwebtrust-cra1001-caet-refnum10922.com,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-web-withdraw.com,Interac,interac,"Phishing site impersonating Interac",40,medium
interac-withdraw-web.pics,Interac,interac,"Phishing site impersonating Interac",40,medium
laurentian.online,Laurentian Bank,laurentian,"Phishing site impersonating Laurentian Bank",40,medium
laurentian-online.com,Laurentian Bank,laurentian,"Phishing site impersonating Laurentian Bank",40,medium
login-rbcroyalbank.com,RBC (Royal Bank of Canada),rbc,"Phishing site impersonating RBC (Royal Bank of Canada)",55,medium
login-td.ca,TD (TD Canada Trust),td,"Phishing site impersonating TD (TD Canada Trust)",55,medium
myalerts-cibc.com,CIBC (Canadian Imperial Bank of Commerce),cibc,"Phishing site impersonating CIBC (Canadian Imperial Bank of Commerce)",40,medium
myappweb-td.com,TD (TD Canada Trust),td,"Phishing site impersonating TD (TD Canada Trust)",40,medium
my-wealthsimple-app-authv3.com,Wealthsimple,wealthsimple,"Phishing site impersonating Wealthsimple",40,medium
myweb-app-td.com,TD (TD Canada Trust),td,"Phishing site impersonating TD (TD Canada Trust)",40,medium
nationalbank.digital,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40,medium
nbc-1secure.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",55,medium
nbc-55.online,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-alert.ca,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-alert.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-alertes.link,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-alerts.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-banking.info,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",65,high
nbcchacoonline-acceso.online,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-client.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-clients.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-connexion.ca,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-connexion.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-conseils.online,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-digital.biz,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-digital.de,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-executive-support.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbch24-online.online,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbch24-redlunk.online,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbch24-red.online,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-identificationformssl1.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-indonesia.online,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-infoconfirm.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-interactive.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-interactive.fr,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-interactive.pf,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-mobile.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-nambara.online,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-neurologyupdate.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",55,medium
nbc-neurologyupdate.info,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",80,high
nbc-neurologyupdate.net,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",55,medium
nbc-neurologyupdate.org,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",55,medium
nbc-new.online,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-news.online,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-o-netsupport.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc.online,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-onlineactivationacces.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-online.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-online.de,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-online.eu,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-onlinekh.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-onlinelesson.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-online.net,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-online.pl,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-online.pw,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-onlines.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-portal.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-schedule-tonight.cfd,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-secure.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",55,medium
nbc-secure.info,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",80,high
nbc-security.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc.services,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-services.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-sports.online,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-sprachenservice.de,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-startup-service.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-support.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-support.online,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-trucksservice.de,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-tv-schedule-tonight.cfd,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-universal.online,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-update.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",55,medium
nbc-updated.online,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",55,medium
nbc-verification1.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-verification.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-verification-connect.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-verification-prevention.ca,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-verifications.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-web-ad.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-webbase.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-web.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-webmarketing.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-web-membership.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-web-seisaku.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-webseisaku.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc.website,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
nbc-webstock.com,National Bank of Canada,nb,"Phishing site impersonating National Bank of Canada",40,medium
networkverification-cibc.com,CIBC (Canadian Imperial Bank of Commerce),cibc,"Phishing site impersonating CIBC (Canadian Imperial Bank of Commerce)",40,medium
onlineaccess-tdbank1.com,TD (TD Canada Trust),td,"Phishing site impersonating TD (TD Canada Trust)",40,medium
online-auth-wealthsimple-authv3.com,Wealthsimple,wealthsimple,"Phishing site impersonating Wealthsimple",40,medium
online-easy-web-td.com,TD (TD Canada Trust),td,"Phishing site impersonating TD (TD Canada Trust)",40,medium
online-interactive-sex-games.com,Interac,interac,"Phishing site impersonating Interac",40,medium
online-rbchome.com,RBC (Royal Bank of Canada),rbc,"Phishing site impersonating RBC (Royal Bank of Canada)",40,medium
online-rbcz.space,RBC (Royal Bank of Canada),rbc,"Phishing site impersonating RBC (Royal Bank of Canada)",40,medium
online-scotiabak.com,Scotiabank,scotia,"Phishing site impersonating Scotiabank",40,medium
online-scotiabnk3.com,Scotiabank,scotia,"Phishing site impersonating Scotiabank",40,medium
play-google-tdtc.app,TD (TD Canada Trust),td,"Phishing site impersonating TD (TD Canada Trust)",40,medium
play-google-tdtc.club,TD (TD Canada Trust),td,"Phishing site impersonating TD (TD Canada Trust)",40,medium
play-google-tdtc.xyz,TD (TD Canada Trust),td,"Phishing site impersonating TD (TD Canada Trust)",65,high
rbc001-accsecure00-online11.com,RBC (Royal Bank of Canada),rbc,"Phishing site impersonating RBC (Royal Bank of Canada)",55,medium
rbc00-accverification00-online11.com,RBC (Royal Bank of Canada),rbc,"Phishing site impersonating RBC (Royal Bank of Canada)",40,medium
rbc-1login.com,RBC (Royal Bank of Canada),rbc,"Phishing site impersonating RBC (Royal Bank of Canada)",55,medium
rbc-1.online,RBC (Royal Bank of Canada),rbc,"Phishing site impersonating RBC (Royal Bank of Canada)",40,medium
rbc1-onlinebanking1-verification.com,RBC (Royal Bank of Canada),rbc,"Phishing site impersonating RBC (Royal Bank of Canada)",40,medium
rbc-1onlinebanking.com,RBC (Royal Bank of Canada),rbc,"Phishing site impersonating RBC (Royal Bank of Canada)",40,medium
rbc-1onlineverification.com,RBC (Royal Bank of Canada),rbc,"Phishing site impersonating RBC (Royal Bank of Canada)",40,medium
rbc-1oyal-online.com,RBC (Royal Bank of Canada),rbc,"Phishing site impersonating RBC (Royal Bank of Canada)",40,medium
rbc-1royale-customer.info,RBC (Royal Bank of Canada),rbc,"Phishing site impersonating RBC (Royal Bank of Canada)",65,high
rbc-1.ru,RBC (Royal Bank of Canada),rbc,"Phishing site impersonating RBC (Royal Bank of Canada)",65,high
